Task ID,Task,ONET code,Unique Code,RAI_Type,RAI_Code,Application_Grouping,Application_Grouping_Code,Hydropower_Application_Code,Hydropower Application,RAI Technology Detail,Primary Performer,Performer capability,PR,Supporter,Supporter role,SR,Automation,Requirement,Performance,Limitations,Citation,Publication Year,Input Job Title,ONET Title,Additional Occupation Titles
M93,Inspect hydropower generation facilities and hydropower component manufacturing plants to ensure compliance with environmental regulations (hydropower-specific).,17-2081.00,410.4.052,Robotics (Six-rotor UAV),410,Intelligent Security and Condition Monitoring,4,052,Inspect hydropower diversion pipelines to assess geometric integrity and support detection of structural defects.,Autonomous UAV-based inspection using 3D lidar point-cloud modeling and geometric fitting,RAI,G,G,Human,Y (validation and interpretation improve reliability),Y,8,Six-rotor UAV platform; 3D lidar; IMU; barometer; onboard computing; point-cloud processing pipeline implementing robust cylinder-like fitting (RCFIC),"Field tests showed >90% interior-point fitting accuracy across horizontal, oblique, and curved pipeline segments; fitted radii closely matched true pipe radius (~6.2 m)",Does not directly identify corrosion or cracks; inspection quality depends on point-cloud completeness and sensor noise,"Zhan, Q.; Zhang, J.; Sun, C.; Guo, F.; Zhao, X.; Gao, C.; Yang, L.; Shen, R.; He, B.",2024,Environmental Engineer,Environmental Engineers,"Environmental Engineer
Civil Engineers"
M93,Inspect hydropower generation facilities and hydropower component manufacturing plants to ensure compliance with environmental regulations (hydropower-specific).,17-2081.00,450.4.054,Climbing Inspection Robots,450,Intelligent Security and Condition Monitoring,4,054,Inspect hydropower station corridors to identify structural defects and abnormal conditions in confined and steep-slope environments.,Rail-guided climbing inspection robot with robotic manipulation and visual sensing,RAI,G,G,Human,Y (oversight and interpretation improve reliability),Y,8,Ground-mounted rail system; linear transmission body; automatic walking drive device; multi-axis displacement robotic arm; onboard power system,Successfully operated on slopes up to 60° without derailment; minimum turning radius 1.5 m; stable operation in narrow corridors,Requires installation of rail infrastructure; limited to rail-accessible corridors,"Liu, Tong; Song, Mingfu; Tao, Yong; Hou, Xiaoqiang; Hu, Chuansheng; Xu, Yong; Yang, Jin; Yang, Hu",2024,Environmental Engineer,Environmental Engineers,"Environmental Engineer
Civil Engineers"
M93,Inspect hydropower generation facilities and hydropower component manufacturing plants to ensure compliance with environmental regulations (hydropower-specific).,17-2081.00,100.4.064,Artificial Intelligence (AI),100,Intelligent Security and Condition Monitoring,4,064,Monitor environmental conditions in hydropower facilities using biological indicators.,Environmental DNA (eDNA)–based monitoring integrated with digital data analysis,Human,G,G,RAI,G (efficiency in data processing and interpretation),G,1,Water sampling systems; molecular analysis (eDNA); data-processing and interpretation tools,Enables detection of species presence without visual observation (qualitative evidence),Requires laboratory processing; not real-time; interpretation depends on sampling design,"Vagnoni, E.; Gezer, D.; Anagnostopoulos, I.; Cavazzini, G.; Doujak, E.; Hočevar, M.; Rudolf, P.",2024,Environmental Engineer,Environmental Engineers,"Environmental Engineer
Civil Engineers"
M93,Inspect hydropower generation facilities and hydropower component manufacturing plants to ensure compliance with environmental regulations (hydropower-specific).,17-2081.00,120.4.071,Machine Learning (ML),120,Intelligent Security and Condition Monitoring,4,071,Monitor hydropower plant operating conditions to detect abnormal operating behavior or performance deterioration.,Anomaly detection using statistical and AI-based monitoring techniques,RAI,O,O,Human,O (validation and response required),O,3,Time-series data; anomaly detection algorithms; monitoring dashboards,Enables identification of deviations from normal operating patterns (qualitative evidence),Requires baseline definition; limited generalization across plants,"Vagnoni, E.; Gezer, D.; Anagnostopoulos, I.; Cavazzini, G.; Doujak, E.; Hočevar, M.; Rudolf, P.",2024,Environmental Engineer,Environmental Engineers,"Environmental Engineer
Civil Engineers"
M93,Inspect hydropower generation facilities and hydropower component manufacturing plants to ensure compliance with environmental regulations (hydropower-specific).,17-2081.00,122.2.076,Unsupervised ML,122,Equipment Fault Diagnosis and Predictive Maintenance,2,076,Monitor operating conditions of hydropower plant equipment to detect deviations from nominal behavior.,Unsupervised machine-learning-based condition monitoring using a self-organizing map (SOM)–derived key performance indicator (KPI),RAI,G,G,Human,Y(validation and response improve reliability),Y,8,Large-scale sensor networks (≈600 analog signals); SCADA data; SOM neural network; KPI computation and thresholding; online monitoring infrastructure,"Detected >20 anomalous situations over ~16 months; identified anomalies earlier than Hotelling T² charts, in one case by ~20 days",Requires extensive data preprocessing; KPI thresholds require operator feedback; not fully unsupervised,"Betti, A.; Crisostomi, E.; Paolinelli, G.; Piazzi, A.; Ruffini, F.; Tucci, M.",2021,Environmental Engineer,Environmental Engineers,"Environmental Engineer
Civil Engineers"
M93,Inspect hydropower generation facilities and hydropower component manufacturing plants to ensure compliance with environmental regulations (hydropower-specific).,17-2081.00,124.4.070,Artificial Neural Network (ANN),124,Intelligent Security and Condition Monitoring,4,070,Monitor hydropower plant assets to identify abnormal operating conditions and deviations from expected performance.,"Condition-Based Monitoring (CBM) using statistical, AI, and hybrid analytics",RAI,O,O,Human,O,O,3,"Vibration, temperature, pressure, electrical sensors; DAQ systems; SCADA integration",Many studies report anomaly detection accuracy >90% for specific components,"Effectiveness depends on sensor coverage, data quality, and operating regime",Lei et al. (2018); Jardine et al. (2006); Tidriri et al. (2016),2018,Environmental Engineer,Environmental Engineers,"Environmental Engineer
Civil Engineers"
M93,Inspect hydropower generation facilities and hydropower component manufacturing plants to ensure compliance with environmental regulations (hydropower-specific).,17-2081.00,100.4.071,Artificial Intelligence (AI),100,Intelligent Security and Condition Monitoring,4,071,Monitor hydropower plant operating conditions to detect abnormal operating behavior or performance deterioration.,"Data-driven condition monitoring using ANN, SOM, and fuzzy logic",RAI,G,G,Human,O/Y,O,8.5,"Plant-mounted sensors, SCADA or equivalent monitoring systems, historical operational data",Reviewed studies report improved identification of abnormal operating regimes and early degradation indicators compared with manual monitoring,Mostly indirect validation; limited availability of labeled fault data; thresholds often expert-defined,Jain et al. 2018; Selak et al. 2014; Betti et al. 2021; Li et al. 2018,2021,Environmental Engineer,Environmental Engineers,"Environmental Engineer
Civil Engineers"
M93,Inspect hydropower generation facilities and hydropower component manufacturing plants to ensure compliance with environmental regulations (hydropower-specific).,17-2081.00,124.4.071,Artificial Neural Network (ANN),124,Intelligent Security and Condition Monitoring,4,071,Monitor hydropower plant operating conditions to detect abnormal operating behavior or performance deterioration.,"AI-based monitoring and control support (ANN, fuzzy logic controllers, SOM)",Human,G,G,RAI,G,G,1,"Sensors, SCADA systems, ANN/FLC controllers, monitoring dashboards","Reviewed applications indicate improved stability, early abnormality recognition, and better part-load operation",Monitoring often requires expert interpretation; limited autonomous fault handling,"Kumar, K.; Saini, R.P.",2021,Environmental Engineer,Environmental Engineers,"Environmental Engineer
Civil Engineers"
M93,Inspect hydropower generation facilities and hydropower component manufacturing plants to ensure compliance with environmental regulations (hydropower-specific).,17-2081.00,124.2.072,Artificial Neural Network (ANN),124,Equipment Fault Diagnosis and Predictive Maintenance,2,072,Monitor hydropower plant operating conditions to detect and classify abnormal equipment behavior for predictive maintenance.,Machine-learning-based anomaly detection and multi-class fault classification using supervised and recurrent models,RAI,G,G,Human,"Y (configuration, interpretation, and validation improve reliability)",Y,8,"SCADA time-series data; sensors on turbine, generator, and hydraulic power unit (18 variables incl. pressures, temperatures, voltages, currents, power); Python (Pandas, NumPy, TensorFlow); DNN and LSTM models",Feed-forward NN achieved ~70% accuracy overall; LSTM achieved >90% training accuracy and ~88% validation accuracy; near-perfect detection (~99%) for generator axial bearing temperature failures,Performance varies across fault types; class imbalance required oversampling; evaluated on a single plant and historical data,"Velasquez, V.; Flores Castro, W.",NA,Environmental Engineer,Environmental Engineers,"Environmental Engineer
Civil Engineers"
M92,Inform plant operators of planned equipment downtime and coordinate maintenance outages to minimize operational impacts.,15-1211.00,120.2.108,Machine Learning (ML),120,Equipment Fault Diagnosis and Predictive Maintenance,2,108,Support maintenance planning by prioritizing assets and scheduling interventions based on condition and risk.,Reliability-Centered Maintenance (RCM) and APM decision-support frameworks,Human,G,G,RAI,G,G,1,Maintenance databases; CBM outputs; risk and cost models,Reported reductions in corrective maintenance and unplanned downtime (qualitative evidence),Outputs are advisory; organizational adoption is a limiting factor,Moubray (1997); ISO 55000; Jardine et al. (2006),2006,Computerized Maintenance Management System Specialist,Computer Systems Analysts,Computerized Maintenance Management System Specialist
M92,Inform plant operators of planned equipment downtime and coordinate maintenance outages to minimize operational impacts.,15-1211.00,124.2.020,Artificial Neural Network (ANN),124,Equipment Fault Diagnosis and Predictive Maintenance,2,020,Detect incipient failures in hydropower equipment using operational and condition data.,"Data-driven fault detection (PCA, ANN, autoencoders, isolation forests)",RAI,O,O,Human,O,O,3,Time-series analytics pipelines; feature extraction; ML models,Precision often reported between 95–100% in controlled case studies,Poor generalization across plants; sensitivity to noise and concept drift,Widodo & Yang (2007); Zhao et al. (2019); Chen et al. (2020),2020,Computerized Maintenance Management System Specialist,Computer Systems Analysts,Computerized Maintenance Management System Specialist
